640	6
641	1
642	5
643	6
644	6
645	3
646	9999
647	1
648	6
649	6
650	6
651	5
652	5
653	6
654	5
655	3
656	4
657	5
658	3
659	9999
660	6
661	5
662	1
663	5
664	3
665	6
666	9999
667	1
668	9999
669	5
670	9999
671	3
672	1
673	9999
674	6
675	9999
676	6
677	6
678	5
679	5
680	1
681	6
682	5
683	1
684	2
685	5
686	0
687	6
688	5
689	5
690	5
691	9999
692	3
693	5
694	9999
695	6
696	3
697	6
698	9999
699	5
700	3
701	1
702	1
703	6
704	6
705	1
706	1
707	6
708	4
709	6
710	9999
711	2
712	6
713	5
714	6
715	0
716	1
717	6
718	1
719	5
720	3
721	6
722	9999
723	6
724	9999
725	9999
726	1
727	2
728	3
729	5
730	5
731	1
732	6
733	6
734	6
735	9999
736	1
737	1
738	5
739	9999
740	5
741	5
742	1
743	0
744	1
745	2
746	9999
747	5
748	6
749	1
750	6
751	0
752	9999
753	3
754	5
755	5
756	6
757	3
758	2
759	1
760	5
761	6
762	9999
763	5
764	6
765	9999
766	6
767	0
768	3
769	5
770	6
771	2
772	5
773	1
774	6
775	5
776	1
777	3
778	6
779	2
780	9999
781	9999
782	5
783	5
784	3
785	1
786	6
787	6
788	1
789	5
790	6
791	9999
792	5
793	0
794	3
795	1
796	6
797	2
798	5
799	9999
800	6
801	3
802	6
803	9999
804	5
805	3
806	5
807	6
808	2
809	3
810	9999
811	2
812	3
813	5
814	5
815	1
816	5
817	9999
818	3
819	2
820	3
821	9999
822	5
823	5
824	5
825	6
826	9999
827	9999
828	3
829	0
830	0
831	6
832	1
833	5
834	5
835	9999
836	6
837	3
838	6
839	5
840	5
841	9999
842	5
843	3
844	2
845	6
846	9999
847	6
848	9999
849	1
850	9999
851	5
852	6
853	6
854	6
855	5
856	5
857	9999
858	6
859	5
860	6
861	5
862	6
863	6
864	6
865	5
866	5
867	5
868	6
869	6
870	9999
871	5
872	6
873	6
874	9999
875	5
876	5
877	3
878	9999
879	0
880	5
881	6
882	5
883	9999
884	4
885	3
886	6
887	5
888	9999
889	9999
890	5
891	0
892	5
893	2
894	1
895	5
896	1
897	0
898	3
899	6
900	1
901	6
902	1
903	6
904	3
905	5
906	9999
907	9999
908	3
909	3
910	5
911	5
912	3
913	1
914	6
915	6
916	3
917	6
918	5
919	5
920	9999
921	3
922	3
923	4
924	4
925	9999
926	6
927	6
928	9999
929	9999
930	9999
931	6
932	5
933	6
934	9999
935	5
936	3
937	0
938	3
939	5
940	6
941	6
942	5
943	5
944	2
945	6
946	5
947	5
948	6
949	5
950	4
951	9999
952	4
953	1
954	3
955	5
956	1
957	0
958	5
959	3
960	3
961	9999
962	3
963	5
964	1
965	9999
966	1
967	1
968	6
969	6
970	6
971	9999
972	3
973	2
974	3
975	6
976	5
977	2
978	5
979	5
980	3
981	3
982	6
983	6
984	3
985	3
986	9999
987	3
988	5
989	1
990	3
991	6
992	2
993	5
994	5
995	2
996	3
997	6
998	6
999	6
1000	4
1001	5
1002	9999
1003	5
1004	9999
1005	2
1006	6
1007	3
1008	2
1009	3
1010	3
1011	9999
1012	1
1013	6
1014	0
1015	4
1016	5
1017	1
1018	5
1019	2
1020	6
1021	9999
1022	6
1023	5
1024	3
1025	0
1026	9999
1027	5
1028	3
1029	5
1030	6
1031	6
1032	2
1033	3
1034	3
1035	5
1036	0
1037	0
1038	6
1039	3
1040	6
1041	3
1042	1
1043	5
1044	9999
1045	5
1046	3
1047	1
1048	2
1049	6
1050	6
1051	9999
1052	3
1053	6
1054	6
1055	6
1056	3
1057	1
1058	5
1059	1
1060	6
1061	3
1062	1
1063	5
1064	9999
1065	0
1066	3
1067	5
1068	6
1069	9999
1070	4
1071	1
1072	6
1073	5
1074	6
1075	6
1076	5
1077	3
1078	1
1079	5
1080	5
1081	5
1082	5
1083	6
1084	3
1085	1
1086	9999
1087	5
1088	5
1089	2
1090	6
1091	6
1092	6
1093	6
1094	5
1095	1
1096	9999
1097	6
1098	9999
1099	3
1100	5
1101	1
1102	3
1103	9999
1104	5
1105	6
1106	3
1107	3
1108	6
1109	6
1110	6
1111	9999
1112	6
1113	6
1114	6
1115	5
1116	6
1117	6
1118	2
1119	3
1120	9999
1121	3
1122	1
1123	3
1124	5
1125	0
1126	5
1127	5
1128	1
1129	3
1130	5
1131	3
1132	3
1133	3
1134	5
1135	9999
1136	3
1137	2
1138	6
1139	9999
1140	5
1141	6
1142	0
1143	0
1144	6
1145	9999
1146	3
1147	9999
1148	9999
1149	1
1150	9999
1151	4
1152	0
1153	1
1154	3
1155	5
1156	3
1157	1
1158	5
1159	6
1160	9999
1161	3
1162	6
1163	6
1164	6
1165	0
1166	3
1167	5
1168	3
1169	3
1170	5
1171	3
1172	1
1173	6
1174	5
1175	9999
1176	3
1177	5
1178	3
1179	4
1180	6
1181	9999
1182	6
1183	1
1184	1
1185	6
1186	2
1187	3
1188	1
1189	5
1190	9999
1191	1
1192	3
1193	9999
1194	5
1195	6
1196	9999
1197	1
1198	2
1199	9999
1200	5
1201	0
1202	9999
1203	6
1204	6
1205	6
1206	9999
1207	3
1208	5
1209	6
1210	5
1211	1
1212	1
1213	4
1214	5
1215	6
1216	9999
1217	5
1218	5
1219	6
1220	1
1221	3
1222	6
1223	6
1224	1
1225	2
1226	6
1227	5
1228	6
1229	9999
1230	2
1231	9999
1232	5
1233	5
1234	6
1235	6
1236	4
1237	1
1238	6
1239	6
1240	6
1241	3
1242	3
1243	2
1244	3
1245	9999
1246	3
1247	9999
1248	2
1249	2
1250	3
1251	3
1252	6
1253	5
1254	9999
1255	9999
1256	6
1257	5
1258	6
1259	2
1260	5
1261	9999
1262	6
1263	9999
1264	5
1265	1
1266	3
1267	0
1268	6
1269	1
1270	6
1271	1
1272	3
1273	3
1274	9999
1275	5
1276	6
1277	1
1278	9999
1279	9999
1280	9999
1281	1
1282	5
1283	1
1284	2
1285	9999
1286	3
1287	2
1288	5
1289	5
1290	5
1291	6
1292	2
1293	9999
1294	1
1295	6
1296	9999
1297	9999
1298	9999
1299	5
1300	6
1301	6
1302	3
1303	1
1304	1
1305	5
1306	6
1307	3
1308	9999
1309	6
1310	5
1311	1
1312	9999
1313	5
1314	6
1315	6
1316	3
1317	6
1318	1
1319	6
1320	9999
1321	5
1322	6
1323	5
1324	0
1325	6
1326	6
1327	5
1328	9999
1329	6
1330	6
1331	6
1332	9999
1333	3
1334	1
1335	6
1336	9999
1337	6
1338	2
1339	6
1340	9999
1341	3
1342	4
1343	1
1344	6
1345	6
1346	3
1347	9999
1348	5
1349	6
1350	6
1351	6
1352	9999
1353	6
1354	2
1355	4
1356	9999
1357	3
1358	5
1359	6
1360	5
1361	5
1362	6
1363	5
1364	0
1365	3
1366	6
1367	3
1368	3
1369	6
1370	9999
1371	5
1372	5
1373	6
1374	1
1375	5
1376	6
1377	0
1378	5
1379	5
1380	6
1381	6
1382	5
1383	6
1384	6
1385	0
1386	6
1387	3
1388	6
1389	1
1390	5
1391	4
1392	5
1393	6
1394	3
1395	6
1396	9999
1397	5
1398	5
1399	5
1400	3
1401	1
1402	6
1403	1
1404	6
1405	4
1406	6
1407	0
1408	5
1409	5
1410	6
1411	5
1412	4
1413	9999
1414	1
1415	5
1416	9999
1417	3
1418	1
1419	0
1420	2
1421	6
1422	5
1423	6
1424	5
1425	9999
1426	6
1427	6
1428	6
1429	5
1430	9999
1431	5
1432	6
1433	1
1434	9999
1435	3
1436	6
1437	6
1438	5
1439	6
1440	1
1441	6
1442	9999
1443	2
1444	6
1445	6
1446	3
1447	6
1448	6
1449	3
1450	5
1451	6
1452	6
1453	6
1454	5
1455	5
1456	5
1457	5
1458	5
1459	0
1460	5
1461	6
1462	9999
1463	3
1464	6
1465	3
1466	1
1467	9999
1468	6
1469	6
1470	1
1471	5
1472	3
1473	1
1474	5
1475	5
1476	5
1477	5
1478	2
1479	9999
1480	5
1481	1
1482	1
1483	9999
1484	5
1485	9999
1486	6
1487	9999
1488	6
1489	3
1490	9999
1491	1
1492	6
1493	2
1494	5
1495	2
1496	0
1497	0
1498	5
1499	4
1500	5
1501	6
1502	9999
1503	9999
1504	9999
1505	6
1506	9999
1507	9999
1508	6
1509	6
1510	2
1511	6
1512	6
1513	5
1514	5
1515	6
1516	3
1517	5
1518	5
1519	3
1520	9999
1521	3
1522	9999
1523	9999
1524	1
1525	9999
1526	1
1527	9999
1528	3
1529	6
1530	9999
1531	6
1532	6
1533	3
1534	6
1535	9999
1536	2
1537	5
1538	5
1539	5
1540	3
1541	6
1542	3
1543	1
1544	3
1545	4
1546	5
1547	6
1548	9999
1549	4
1550	5
1551	0
1552	6
1553	6
1554	6
1555	3
1556	0
1557	3
1558	3
1559	6
1560	6
1561	5
1562	1
1563	9999
1564	6
1565	6
1566	3
1567	3
1568	9999
1569	5
1570	6
1571	3
1572	5
1573	2
1574	6
1575	1
1576	5
1577	6
1578	5
1579	3
1580	9999
1581	6
1582	1
1583	5
1584	1
1585	6
1586	5
1587	5
1588	3
1589	9999
1590	2
1591	6
1592	3
1593	3
1594	5
1595	9999
1596	3
1597	6
1598	9999
1599	5
1600	3
1601	5
1602	3
1603	3
1604	9999
1605	5
1606	4
1607	5
1608	3
1609	6
1610	9999
1611	5
1612	9999
1613	0
1614	6
1615	3
1616	3
1617	3
1618	5
1619	5
1620	2
1621	6
1622	5
1623	1
1624	5
1625	2
1626	9999
1627	3
1628	5
1629	6
1630	5
1631	6
1632	9999
1633	1
1634	1
1635	6
1636	0
1637	6
1638	3
1639	6
1640	3
1641	6
1642	9999
1643	9999
1644	3
1645	5
1646	1
1647	4
1648	5
1649	9999
1650	6
1651	5
1652	1
1653	6
1654	5
1655	6
1656	5
1657	6
1658	5
1659	6
1660	5
1661	5
1662	1
1663	0
1664	4
1665	9999
1666	5
1667	0
1668	6
1669	3
1670	1
1671	3
1672	6
1673	3
1674	4
1675	3
1676	5
1677	6
1678	6
1679	9999
1680	1
1681	3
1682	1
1683	2
1684	6
1685	2
1686	5
1687	5
1688	1
1689	9999
1690	2
1691	6
1692	1
1693	0
1694	6
1695	5
1696	3
1697	5
1698	6
1699	1
1700	5
1701	6
1702	5
1703	4
1704	3
1705	4
1706	1
1707	3
1708	5
1709	1
1710	3
1711	3
1712	1
1713	1
1714	5
1715	5
1716	6
1717	6
1718	3
1719	0
1720	5
1721	5
1722	5
1723	5
1724	3
1725	3
1726	2
1727	0
1728	6
1729	6
1730	3
1731	5
1732	6
1733	9999
1734	6
1735	5
1736	1
1737	3
1738	5
1739	3
1740	2
1741	0
1742	5
1743	0
1744	5
1745	6
1746	6
1747	4
1748	5
1749	6
1750	6
1751	9999
1752	3
1753	6
1754	9999
1755	5
1756	3
1757	2
1758	5
1759	2
1760	6
1761	3
1762	3
1763	6
1764	1
1765	3
1766	2
1767	9999
1768	6
1769	1
1770	5
1771	4
1772	3
1773	5
1774	3
1775	4
1776	6
1777	1
1778	3
1779	5
1780	1
1781	6
1782	5
1783	5
1784	5
1785	6
1786	3
1787	5
1788	5
1789	6
1790	6
1791	3
1792	1
1793	9999
1794	5
1795	2
1796	5
1797	5
1798	1
1799	5
1800	5
1801	1
1802	6
1803	1
1804	1
1805	1
1806	1
1807	6
1808	6
1809	6
1810	6
1811	5
1812	9999
1813	9999
1814	9999
1815	6
1816	6
1817	1
1818	5
1819	2
1820	3
1821	5
1822	2
1823	3
1824	3
1825	0
1826	5
1827	5
1828	9999
1829	9999
1830	0
1831	1
1832	9999
1833	6
1834	0
1835	3
1836	2
1837	5
1838	5
1839	9999
1840	3
1841	9999
1842	4
1843	6
1844	9999
1845	5
1846	5
1847	6
1848	9999
1849	9999
1850	5
1851	5
1852	3
1853	1
1854	9999
1855	9999
1856	3
1857	6
1858	6
1859	1
1860	5
1861	2
1862	1
1863	4
1864	1
1865	6
1866	9999
1867	1
1868	6
1869	9999
1870	1
1871	9999
1872	3
1873	1
1874	6
1875	6
1876	6
1877	1
1878	9999
1879	6
1880	6
1881	2
1882	5
1883	6
1884	6
1885	4
1886	5
1887	0
1888	6
1889	3
1890	6
1891	9999
1892	5
1893	1
1894	5
1895	5
1896	5
1897	1
1898	6
1899	9999
1900	9999
1901	0
1902	6
1903	6
1904	6
1905	3
1906	9999
1907	6
1908	6
1909	0
1910	6
1911	9999
1912	6
1913	3
1914	9999
1915	9999
1916	9999
1917	6
1918	3
1919	9999
1920	6
1921	5
1922	9999
1923	3
1924	5
1925	9999
1926	0
1927	3
1928	1
1929	1
1930	6
1931	6
1932	5
1933	5
1934	3
1935	3
1936	5
1937	6
1938	6
1939	4
1940	6
1941	1
1942	3
1943	6
1944	6
1945	5
1946	6
1947	6
1948	3
1949	1
1950	9999
1951	5
1952	5
1953	2
1954	6
1955	3
1956	9999
1957	6
1958	5
1959	1
1960	4
1961	5
1962	2
1963	9999
1964	5
1965	6
1966	2
1967	3
1968	1
1969	9999
1970	3
1971	4
1972	6
1973	9999
1974	6
1975	6
1976	6
1977	3
1978	9999
1979	1
1980	9999
1981	9999
1982	5
1983	1
1984	3
1985	9999
1986	9999
1987	3
1988	6
1989	5
1990	9999
1991	5
1992	1
1993	1
1994	4
1995	6
1996	9999
1997	3
1998	6
1999	3
2000	6
2001	3
2002	3
2003	9999
2004	6
2005	9999
2006	9999
2007	3
2008	1
2009	6
2010	6
2011	9999
2012	5
2013	9999
2014	5
2015	1
2016	6
2017	6
2018	6
2019	9999
2020	0
2021	5
2022	9999
2023	6
2024	6
2025	6
2026	9999
2027	5
2028	6
2029	6
2030	0
2031	6
2032	6
2033	1
2034	6
2035	6
2036	3
2037	0
2038	3
2039	9999
2040	4
2041	2
2042	1
2043	3
2044	5
2045	1
2046	3
2047	1
2048	0
2049	9999
2050	2
2051	1
2052	3
2053	5
2054	6
2055	9999
2056	6
2057	5
2058	6
2059	5
2060	1
2061	9999
2062	2
2063	6
2064	1
2065	6
2066	1
2067	5
2068	9999
2069	9999
2070	5
2071	3
2072	2
2073	3
2074	9999
2075	5
2076	9999
2077	3
2078	9999
2079	6
2080	6
2081	6
2082	9999
2083	6
2084	3
2085	9999
2086	0
2087	6
2088	9999
2089	0
2090	6
2091	0
2092	0
2093	6
2094	6
2095	1
2096	5
2097	0
2098	6
2099	4
2100	6
2101	2
2102	1
2103	6
2104	6
2105	9999
2106	5
2107	9999
2108	9999
2109	3
2110	2
2111	5
2112	5
2113	1
2114	6
2115	0
2116	1
2117	5
2118	3
2119	2
2120	5
2121	9999
2122	5
2123	6
2124	6
2125	3
2126	6
2127	2
2128	6
2129	1
2130	3
2131	6
2132	6
2133	9999
2134	5
2135	1
2136	6
2137	5
2138	5
2139	3
2140	6
2141	9999
2142	9999
2143	9999
2144	9999
2145	6
2146	9999
2147	9999
2148	1
2149	6
2150	3
2151	2
2152	3
2153	5
2154	9999
2155	0
2156	3
2157	6
2158	3
2159	1
2160	6
2161	6
2162	5
2163	4
2164	5
2165	9999
2166	3
2167	0
2168	3
2169	9999
2170	9999
2171	6
2172	9999
2173	5
2174	6
2175	4
2176	6
2177	6
2178	6
2179	5
2180	1
2181	5
2182	9999
2183	5
2184	4
2185	5
2186	9999
2187	6
2188	2
2189	6
2190	6
2191	9999
2192	6
2193	2
2194	9999
2195	5
2196	3
2197	6
2198	5
2199	9999
2200	5
2201	4
2202	5
2203	5
2204	5
2205	5
2206	5
2207	5
2208	9999
2209	5
2210	9999
2211	9999
2212	5
2213	6
2214	3
2215	3
2216	9999
2217	1
2218	3
2219	5
2220	6
2221	5
2222	0
2223	3
2224	3
2225	1
2226	5
2227	3
2228	4
2229	1
2230	5
2231	1
2232	5
2233	2
2234	6
2235	9999
2236	5
2237	2
2238	5
2239	6
2240	6
2241	6
2242	6
2243	6
2244	6
2245	4
2246	9999
2247	2
2248	3
2249	6
2250	4
2251	9999
2252	9999
2253	1
2254	9999
2255	5
2256	3
2257	3
2258	2
2259	3
2260	5
2261	3
2262	3
2263	5
2264	6
2265	6
2266	6
2267	9999
2268	1
2269	3
2270	5
2271	5
2272	6
2273	9999
2274	5
2275	3
2276	6
2277	5
2278	9999
2279	5
2280	5
2281	9999
2282	5
2283	6
2284	6
2285	5
2286	5
2287	5
2288	3
2289	5
2290	1
2291	9999
2292	6
2293	5
2294	3
2295	6
2296	1
2297	6
2298	2
2299	1
2300	3
2301	1
2302	9999
2303	3
2304	1
2305	3
2306	9999
2307	6
2308	3
2309	2
2310	5
2311	0
2312	3
2313	3
2314	9999
2315	6
2316	9999
2317	4
2318	5
2319	6
2320	6
2321	5
2322	5
2323	6
2324	1
2325	1
2326	6
2327	9999
2328	6
2329	9999
2330	6
2331	5
2332	5
2333	5
2334	9999
2335	4
2336	5
2337	9999
2338	6
2339	6
2340	6
2341	1
2342	5
2343	5
2344	6
2345	6
2346	9999
2347	9999
2348	5
2349	1
2350	6
2351	1
2352	3
2353	9999
2354	3
2355	9999
2356	9999
2357	9999
2358	6
2359	3
2360	6
2361	9999
2362	5
2363	5
2364	0
2365	1
2366	1
2367	6
2368	6
2369	6
2370	2
2371	3
2372	6
2373	6
2374	0
2375	5
2376	6
2377	9999
2378	3
2379	1
2380	5
2381	6
2382	3
2383	6
2384	1
2385	6
2386	3
2387	5
2388	9999
2389	5
2390	5
2391	5
2392	5
2393	6
2394	9999
2395	9999
2396	6
2397	5
2398	9999
2399	9999
2400	9999
2401	2
2402	6
2403	6
2404	6
2405	6
2406	3
2407	5
2408	6
2409	5
2410	4
2411	3
2412	5
2413	1
2414	9999
2415	1
2416	2
2417	5
2418	6
2419	6
2420	6
2421	6
2422	6
2423	5
2424	6
2425	2
2426	6
2427	1
2428	5
2429	1
2430	3
2431	6
2432	6
2433	5
2434	5
2435	1
2436	5
2437	1
2438	3
2439	6
2440	2
2441	3
2442	9999
2443	1
2444	9999
2445	6
2446	1
2447	6
2448	4
2449	9999
2450	6
2451	5
2452	5
2453	6
2454	9999
2455	6
2456	5
2457	2
2458	1
2459	9999
2460	3
2461	9999
2462	1
2463	6
2464	1
2465	6
2466	1
2467	5
2468	5
2469	5
2470	6
2471	6
2472	6
2473	5
2474	9999
2475	3
2476	3
2477	6
2478	1
2479	6
2480	6
2481	1
2482	0
2483	9999
2484	6
2485	1
2486	1
2487	3
2488	1
2489	9999
2490	6
2491	6
2492	9999
2493	1
2494	1
2495	6
2496	9999
2497	6
2498	6
2499	1
2500	5
2501	2
2502	6
2503	9999
2504	1
2505	6
2506	0
2507	3
2508	4
2509	5
2510	1
2511	6
2512	6
2513	5
2514	0
2515	5
2516	0
2517	6
2518	3
2519	6
2520	9999
2521	6
2522	1
2523	9999
2524	6
2525	1
2526	9999
2527	1
2528	2
2529	9999
2530	3
2531	6
2532	5
2533	4
2534	5
2535	5
2536	0
2537	6
2538	9999
2539	6
2540	5
2541	5
2542	1
2543	3
2544	1
2545	6
2546	6
2547	3
2548	6
2549	3
2550	6
2551	3
2552	5
2553	5
2554	6
2555	6
2556	9999
2557	3
2558	3
2559	5
2560	2
2561	6
2562	3
2563	2
2564	9999
2565	0
2566	2
2567	5
2568	1
2569	6
2570	6
2571	6
2572	9999
2573	2
2574	5
2575	6
2576	2
2577	0
2578	5
2579	9999
2580	5
2581	5
2582	0
2583	9999
2584	5
2585	6
2586	5
2587	9999
2588	3
2589	3
2590	9999
2591	3
2592	6
2593	3
2594	5
2595	0
2596	6
2597	3
2598	6
2599	9999
2600	5
2601	1
2602	6
2603	5
2604	9999
2605	6
2606	3
2607	5
2608	4
2609	6
2610	4
2611	9999
2612	5
2613	9999
2614	1
2615	6
2616	3
2617	3
2618	5
2619	3
2620	6
2621	2
2622	5
2623	5
2624	4
2625	4
2626	1
2627	6
2628	9999
2629	2
2630	9999
2631	9999
2632	6
2633	6
2634	2
2635	5
2636	5
2637	6
2638	9999
2639	6
2640	1
2641	1
2642	2
2643	5
2644	4
2645	0
2646	5
2647	6
2648	5
2649	6
2650	9999
2651	6
2652	6
2653	5
2654	3
2655	1
2656	5
2657	5
2658	9999
2659	5
2660	3
2661	5
2662	0
2663	9999
2664	6
2665	6
2666	9999
2667	5
2668	9999
2669	6
2670	6
2671	2
2672	6
2673	9999
2674	9999
2675	3
2676	1
2677	5
2678	1
2679	3
2680	9999
2681	1
2682	9999
2683	6
2684	5
2685	9999
2686	3
2687	5
2688	6
2689	3
2690	1
2691	3
2692	5
2693	5
2694	5
2695	9999
2696	1
2697	5
2698	0
2699	4
2700	6
2701	5
2702	3
2703	5
2704	1
2705	4
2706	6
2707	6
2708	1
2709	6
2710	6
2711	0
2712	3
2713	4
2714	0
2715	1
2716	9999
2717	5
2718	9999
2719	9999
2720	4
2721	9999
2722	6
2723	1
2724	6
2725	1
2726	1
2727	3
2728	4
2729	6
2730	6
2731	9999
2732	5
2733	9999
2734	5
2735	5
2736	5
2737	6
2738	9999
2739	6
2740	1
2741	6
2742	6
2743	6
2744	1
2745	9999
2746	6
2747	5
2748	3
2749	6
2750	0
2751	5
2752	5
2753	5
2754	4
2755	3
2756	5
2757	9999
2758	3
2759	1
2760	3
2761	3
2762	6
2763	5
2764	5
2765	5
2766	3
2767	9999
2768	6
2769	4
2770	5
2771	6
2772	6
2773	3
2774	5
2775	6
2776	6
2777	1
2778	6
2779	1
2780	1
2781	6
2782	3
2783	9999
2784	9999
2785	6
2786	9999
2787	5
2788	1
2789	6
2790	9999
2791	6
2792	6
2793	3
2794	6
2795	5
2796	6
2797	6
2798	3
2799	5
2800	3
2801	5
2802	4
2803	3
2804	5
2805	5
2806	5
2807	6
2808	6
2809	6
2810	1
2811	2
2812	5
2813	5
2814	9999
2815	9999
2816	0
2817	6
2818	6
2819	5
2820	5
2821	1
2822	5
2823	3
2824	6
2825	3
2826	9999
2827	4
2828	1
2829	6
2830	1
2831	3
2832	5
2833	3
2834	3
2835	6
2836	6
2837	9999
2838	6
2839	2
2840	6
2841	6
2842	0
2843	3
2844	1
2845	5
2846	2
2847	5
2848	5
2849	9999
2850	3
2851	6
2852	1
2853	1
2854	6
2855	6
2856	3
2857	3
2858	5
2859	9999
2860	5
2861	5
2862	5
2863	5
2864	1
2865	9999
2866	5
2867	3
2868	5
2869	3
2870	5
2871	9999
2872	6
2873	5
2874	2
2875	6
2876	3
2877	1
2878	5
2879	9999
2880	6
2881	5
2882	5
2883	5
2884	6
2885	6
2886	1
2887	5
2888	3
2889	6
2890	4
2891	5
2892	6
2893	9999
2894	6
2895	3
2896	9999
2897	1
2898	0
2899	9999
2900	3
2901	6
2902	9999
2903	5
2904	9999
2905	9999
2906	0
2907	3
2908	6
2909	6
